County Code,Deaths_per_100k,Number of Substance Use Facilities (As of March 2023),TotActiveMDs,Number of Mental Health Facilities (As of March 2023),MDsPerCapita,Urbanicity,Social Resilience Score,Economic Risk Score,Social Risk Score,Economic Resilience Score,Prosperity Index Score,lat,lng,% of households with broadband internet connection,ACS Total Population,Median Household Income,Percent of Popualtion Employed in Construction,Percent of Popualtion Employed in Manufacturing,Percent of Popualtion Employed in Mining and Natural Resources,Percent of Popualtion Employed in Trade Transporation and Utilities,Percent of Popualtion Employed in Trade Transportation and Utilities,Percent of Populaiton Black (non-Hispanic),Percent of Population 65+,Percent of Population Aged 15 to 64,Percent of Population Aged 25+ who Have a Bachelor's Degree or More,Percent of Population Aged 25+ who Have at Least a High School Diploma,Percent of Population Asian (non-Hispanic),Percent of Population Hispanic or Latino,Percent of Population Native American/Alaska Native (non-Hispanic),Percent of Population Native Hawaiian/Pacific Islander,Percent of Population Under 15,Percent of Population White (non-Hispanic),Percent of Residents with a Disability (Aged 18-64),Poverty Rate,Unemployment Rate
29059,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,1,1.465449824,1.121722712,1.874626186,0.5305046338,1.727677984,37.6804,-93.0237,0.2569566048,-0.2614500269,-0.7482566037,-1.182756304,-0.5938853918,-0.6744426851,1.0721223,1.053187671,-0.6098759727,0.2924193654,-0.7396797,-0.8445821647,-0.6928046234,-0.3579187114,-0.5239227397,-0.1837172451,-0.1584357255,0.4769689919,0.8863927422,1.832058361,0.7976910577,1.026573775
29061,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,0.2151288487,1.043687967,-0.3535761429,0.8643874613,39.9608,-93.9855,0.4199354166,-0.2872662115,-0.2660084073,0.289215864,-0.4908723434,-0.4588216697,0.5187244366,0.6428319483,-0.564647792,0.2781451376,-1.069208993,-0.3768825223,-0.1497763535,-0.4268057434,-0.5618937161,-0.1943454249,-0.07550994456,0.9039853016,0.9802489555,-0.3360930306,-0.2191918912,-0.9466495154
29063,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,1,1.465449824,2.028316575,0.2127497474,-0.3535761429,1.727677984,39.8932,-94.4047,-0.02606049343,-0.2747593804,-0.1323388983,-0.4143331431,-1.002210139,-0.6598882665,1.853609823,1.213845807,0.05416649614,-0.3904897401,1.610599475,-0.9134681585,0.006653710633,-0.2997210465,-0.459984515,-0.1682178163,-0.1051262949,-1.40593757,0.3406977672,0.06361785663,-0.7085804196,-0.7227775458
29065,,-0.1762410986,-0.2796890323,-0.2454878926,-0.1898427584,0,0.6073330001,-0.6914650144,1.043687967,0.5305046338,0.8643874613,37.6066,-91.5079,-0.2378353566,-0.2659398427,-0.8174204481,-0.3651182682,0.02825920295,-0.5736398604,0.5037677376,0.9457596397,-0.5857542763,0.5846653962,-0.7542044072,-0.8735867936,-0.9861768313,-0.2973456316,-0.5557693651,-0.1527183874,-0.09920302483,0.06003968164,0.8848976875,2.32441252,0.6937164093,0.1164610941
29067,,-0.265109748,-0.3078124895,-0.3755663114,-0.8283304272,0,-0.2507838241,0.2151288487,1.043687967,0.5305046338,0.8643874613,36.9326,-92.4988,-0.2261243043,-0.2730106613,-1.107113666,-0.6604075177,0.01470485448,-0.5590854419,0.2345471554,0.1840852207,-0.604077488,1.056466186,-1.130031205,-1.105986383,-0.6764769063,-0.4541230147,-0.5741424182,-0.1367761177,-0.1584357255,-0.1786859718,0.9933722137,1.088670823,0.9245292414,0.3200833379
29069,,0.09036484967,-0.2515655751,-0.2454878926,-0.1918318165,0,1.465449824,1.121722712,1.874626186,0.5305046338,1.727677984,36.2721,-90.0909,0.8034723808,-0.218766502,-1.20508734,-0.7946299037,-0.7416277901,-0.0636961592,0.4476801163,0.4018447433,0.08918934378,-0.09073095786,-0.6770419005,-0.9765532265,-1.732511515,-0.3792974455,-0.2044765901,-0.2147161028,-0.1584357255,0.9712319645,0.1973386307,1.756598923,1.505371911,0.339208079
29071,10.49724119,-0.1762410986,-0.223442118,-0.2454878926,-0.5359388779,1,-0.2507838241,-0.6914650144,0.2127497474,-0.3535761429,0.001096938403,38.4111,-91.075,-1.033210995,0.003090950049,0.3214032626,0.656090386,1.302367959,-0.6129906957,0.2214600437,0.1831174006,-0.5458607015,-0.4295560476,0.3115459796,-0.1742126773,0.2162805306,-0.3044718763,-0.5449905073,-0.2187016702,-0.1406659153,0.2561757819,0.9040011645,-0.5482760062,-0.7472306815,-0.1895347638
29073,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,-0.6914650144,0.2127497474,-0.3535761429,0.001096938403,38.4409,-91.5079,0.7937131705,-0.2670184248,-0.1637056638,-0.6447482393,1.624283735,-0.5779522807,-0.3244594702,-0.3520871148,-0.577172519,0.8491142467,-0.6697795469,-0.4979768483,0.009813913949,-0.3745466157,-0.5890858347,-0.1943454249,-0.0873564847,-0.4398271796,0.9750993226,0.4976964089,-0.4445610244,-0.5394050279
29075,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,-0.2507838241,0.2151288487,1.874626186,-0.3535761429,0.001096938403,40.2121,-94.4099,0.1652200282,-0.2926858041,-0.5406891218,-0.8628596167,-0.45495332,-0.2421225494,-0.02345590258,-0.09658260836,-0.5699823979,0.4622075478,-1.0056634,-0.3264869794,0.1393822499,-0.3127858284,-0.5800217951,-0.1903598575,-0.0518168643,0.5520610988,0.9983557294,0.109192369,0.04101691481,-0.4617810787
29077,3.241242044,0.8901826943,0.5077677685,0.53498262,0.1821111172,1,-1.108900648,-0.6914650144,-0.6181884721,-0.3535761429,-0.8621935845,37.2581,-93.342,-1.289878225,0.5701849678,-0.4909427989,-0.2499107202,-0.3898924473,-0.6658178444,0.8758156255,0.833492508,-0.4076248261,-0.5272218163,0.9079667668,0.9576929688,0.834100279,0.1634848582,-0.4097648366,-0.1885884942,0.001492566307,-0.3333532966,0.5696072574,-0.3181620749,0.2620310889,-0.3402827233
29079,,-0.1762410986,-0.3078124895,-0.1154094738,-0.8283304272,0,0.6073330001,-0.6914650144,0.2127497474,0.5305046338,0.001096938403,40.1139,-93.5653,0.1769310805,-0.2817419421,-0.6214477835,-0.7666669066,0.5141825956,-0.3838933669,-0.4291563633,-0.5243590927,-0.5690546404,0.7499459278,-1.362426519,-0.4990645219,-0.07445817449,-0.2593389932,-0.5324968312,-0.1686606571,-0.116972835,0.563268876,0.902672227,-0.2255188038,0.2337238548,-0.7542771194
29081,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,1.121722712,0.2127497474,0.5305046338,0.8643874613,40.3547,-93.992,0.777122513,-0.2865293686,-0.7112443267,-1.208482261,-0.9307109513,-0.08471920819,2.137787105,2.260059336,-0.5595451254,0.8205657913,-1.543077564,-0.8496579747,0.05405676038,-0.4030515944,-0.5114290636,-0.2195873519,-0.05774013436,0.6820713139,0.9365601341,1.055797405,0.2206589775,-0.899400155
29083,,-0.08737244915,-0.223442118,-0.1154094738,0.5321853531,0,0.6073330001,-0.6914650144,1.043687967,0.5305046338,0.001096938403,38.3852,-93.7928,0.7693151448,-0.2452251151,-0.5086388191,-0.232014402,0.4037146556,-0.6081392228,0.6178125675,0.7841336829,-0.528233308,0.6560365348,-0.7069991089,-0.6560520763,0.1625570742,-0.4101778391,-0.5028549722,-0.1841600859,-0.04589359423,-0.1047146426,0.8639669213,1.272463119,0.3921354919,-0.01178716987
29085,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,1.121722712,1.874626186,1.414585411,1.727677984,37.9408,-93.3207,-0.5950224531,-0.2850454203,-1.461996086,-0.8628596167,-1.12047183,0.2085253726,1.52082327,1.108353417,-0.6066288213,3.128483032,-2.484460146,-1.2151163,-0.264597074,-0.3757343231,-0.5557693651,-0.1456329342,-0.1347426452,-1.598711338,0.9274236885,2.337113613,0.805856606,1.553066648
29087,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,-0.2507838241,-0.6914650144,0.2127497474,-0.3535761429,0.001096938403,40.0944,-95.2155,0.1086166085,-0.2989941237,-0.4005892993,-0.7185705516,0.05164045406,0.06459834491,0.9786429312,0.8412350688,-0.5569937922,1.225503094,-0.9902308983,-0.2336721667,0.8377871829,-0.3068472912,-0.6184827196,-0.1438615709,-0.116972835,-0.6068230592,0.9772588461,-0.2105763408,-0.5757541671,-0.9365246525
29089,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,-0.2507838241,-0.6914650144,-0.6181884721,1.414585411,0.001096938403,39.1425,-92.6963,0.810303828,-0.2816752362,-0.1320097878,-0.7935113839,0.01165512607,-0.4518139867,-0.8685093967,-0.6104950816,-0.2536170722,-0.08697458215,0.1336183171,0.4377849943,0.1809915936,-0.367420371,-0.5565042872,-0.173974747,0.06072526698,-0.03634720191,0.6616361817,0.1174107237,-0.07275639157,-0.5461549366
29091,,-0.08737244915,-0.2515655751,-0.2454878926,-0.3340494748,0,-0.2507838241,0.2151288487,1.043687967,-0.3535761429,0.8643874613,36.774,-91.8865,0.4638518629,-0.1893163886,-1.079038006,-0.8181188213,0.5426467274,-0.6135297482,0.3785053834,0.3350651564,-0.5929443974,0.1917484961,-0.7079069031,-0.5686756314,-0.2714441812,-0.3199120731,-0.5190232589,-0.1691034979,-0.1584357255,0.5890467635,0.8837348671,0.9429818085,1.225565789,-0.07591130187
29093,,-0.3539783974,-0.2796890323,-0.3755663114,0.1443190122,0,0.6073330001,1.121722712,1.043687967,-0.3535761429,0.8643874613,37.5552,-90.7734,0.01883187388,-0.2818271203,-0.8825590175,-1.259934176,-0.3285590205,0.4629581707,-1.00872845,-1.052788867,-0.5224348233,0.3885825837,-0.1786628865,-0.930508378,-0.9245528666,-0.4078024242,-0.5457254294,-0.1934597432,-0.111049565,-0.3602519617,0.8785852342,2.866076806,1.07423096,0.6170793177
29095,1.528678753,2.223212435,0.8733727118,0.9252178763,-0.2176895726,1,-0.2507838241,-0.6914650144,-0.6181884721,-0.3535761429,0.001096938403,39.0085,-94.3461,-1.332818751,1.81394914,0.09112715394,0.13486012,-0.487822615,-0.6809113155,-0.5525491301,-0.4004781199,1.004886049,-0.8840775095,0.6674013047,0.9377522864,0.5849709176,0.1397307093,-0.01829631891,-0.1970024698,0.2976560697,0.496022213,-0.7051760723,-0.4115524691,0.02958514718,-0.02191203281
29097,,0.3569707979,-0.02657791775,0.2748257825,0.01900834825,1,-0.2507838241,0.2151288487,0.2127497474,0.5305046338,0.001096938403,37.2036,-94.3406,-1.305492962,0.05263286109,-0.4404116739,-0.3662367881,0.5643336849,-0.5790303858,1.455387712,1.679367276,-0.4797579758,-0.7804015397,0.2280289136,0.09226735153,0.02982853495,-0.09187224308,-0.1028123631,-0.08009249223,0.2443466391,0.882690525,0.3946858545,0.01580197479,0.357840189,-0.3256579213
29099,11.69462746,0.1792334991,-0.0828248321,0.01466894494,-0.4702999587,1,0.6073330001,-1.598058877,-1.449126692,0.5305046338,0.001096938403,38.261,-90.5377,-0.9268356028,0.3725786789,0.8111956851,1.185150291,-0.266886735,-0.6221545888,0.4121579561,0.1986025222,-0.5551382771,-0.9607075741,0.8416977905,-0.2053926534,0.3837713064,-0.2177692326,-0.531516935,-0.2195873519,-0.111049565,0.3951522186,0.8471890849,-0.4122995922,-0.89910988,0.003962616942
29101,,-0.08737244915,-0.223442118,-0.2454878926,-0.2783558464,0,0.6073330001,-0.6914650144,-0.6181884721,0.5305046338,0.001096938403,38.7441,-93.8064,1.468074601,-0.1470772272,0.09702582735,-0.2476736804,-0.2943342906,-0.5369842878,-0.4721568729,-0.633722764,-0.329925131,-1.346862998,1.655989185,0.6854120143,0.9257461752,0.05540348046,-0.3690991458,-0.1810602002,0.2917327996,-0.03634720191,0.4777444504,-0.5938505186,-0.05588092507,-0.06578643892
29103,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,0.2151288487,1.874626186,0.5305046338,0.8643874613,40.1282,-92.1481,-1.001005601,-0.3007643939,-0.9672923218,-0.9579338068,0.2990073136,-0.07663342012,0.4757239269,-0.6695321077,-0.57299761,0.6650518366,-0.9902308983,-0.6498885926,-0.02652842419,-0.2854685571,-0.608928732,-0.2408437114,0.3035793397,0.2292771167,0.9819101275,0.7629251284,0.7176686843,-0.5461549366
29105,,-0.265109748,-0.2796890323,-0.2454878926,-0.5478732269,0,0.6073330001,0.2151288487,1.043687967,0.5305046338,0.8643874613,37.6583,-92.5903,-0.002638388748,-0.2032096748,-0.6557512276,-0.6850149551,2.393154152,-0.5693274401,-0.1842404169,0.2779637704,-0.5815793673,-0.1929043774,-0.2440240687,-0.7369024796,-0.4405150587,-0.309222706,-0.4962406731,-0.1691034979,-0.03997032416,0.5912883189,0.8315740689,0.7808560841,0.3910467521,0.3718326374
29107,,0.00149620026,-0.2796890323,-0.1154094738,-0.524999058,1,-0.2507838241,-0.6914650144,-0.6181884721,-0.3535761429,0.001096938403,39.0655,-93.7855,0.6863618574,-0.2116341088,0.5064899634,0.4088974916,-0.02595819093,-0.4248613598,-0.06271723748,0.2576395483,-0.4507655523,0.01069118652,-0.1795706807,-0.2481744812,0.4127398368,-0.3032841688,-0.4651289699,-0.2178159886,-0.0695866745,0.2057407847,0.7711074111,-0.03350815335,-0.8452172612,-0.6451535965
29109,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,-0.6914650144,1.874626186,1.414585411,0.8643874613,37.1064,-93.833,0.8171352752,-0.1951259538,-0.6470171403,0.3429048184,0.4206575911,-0.09010973357,0.7019439995,0.4212011453,-0.5901611247,-0.1035026353,-0.5417805652,-0.606744207,-0.2514295602,-0.3294137327,-0.1417632356,-0.1593609998,-0.09920302483,0.8221685283,0.6453566969,0.3049386353,0.300136981,0.1580855307
29111,,-0.265109748,-0.3078124895,-0.3755663114,-0.8283304272,0,1.465449824,1.121722712,-0.6181884721,0.5305046338,0.8643874613,40.0969,-91.7221,-0.1109656229,-0.2817870968,-0.4630443521,-0.4165701829,-0.587785935,0.4775125892,0.2700693155,-0.06948364556,-0.4022902201,0.05952407085,-0.08969905526,-0.8851886452,0.1209477306,-0.3828605678,-0.5599339238,-0.1894741758,0.07257180711,0.02305401702,0.8074870761,-0.4444258879,0.01053220114,-0.2649087436
29113,6.289466402,-0.1762410986,-0.2515655751,-0.3755663114,-0.4623437261,1,0.6073330001,-1.598058877,-0.6181884721,0.5305046338,0.001096938403,39.058,-90.96,1.498328153,-0.1425709915,0.8199044561,1.29364672,0.3095119337,-0.3105822217,0.6645522519,0.7028367945,-0.4876439151,-1.192100318,0.576621885,-0.5603368006,0.2615767782,-0.3294137327,-0.4977105173,-0.2058592863,-0.00443070376,1.06649807,0.8332352408,0.2190194726,-0.5131516301,0.250334282
29115,,-0.1762410986,-0.2796890323,-0.2454878926,-0.02077281492,0,0.6073330001,-0.6914650144,0.2127497474,0.5305046338,0.001096938403,39.8702,-93.1072,-0.01239759903,-0.2751134345,-0.5199551582,-0.9221411705,0.7784923907,-0.652341531,-0.1580661937,-0.141102333,-0.5808835492,0.5546143905,-0.905806038,-0.6266848894,0.3806111031,-0.3721712008,-0.5128989079,-0.2147161028,-0.1051262949,0.2897991134,0.9265931026,-0.08655389726,0.08293339611,-0.9207748657
29117,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,-0.6914650144,0.2127497474,-0.3535761429,0.001096938403,39.7821,-93.5482,-0.4788878507,-0.266661292,-0.3450202515,-0.08884385685,-0.2679033111,-0.5601635469,1.455387712,1.639686652,-0.4303548861,0.3405009745,-0.2122512718,-0.2293214723,0.1509696621,-0.2925948018,-0.549155066,-0.1722033837,0.09034161731,-0.2459326347,0.8216070374,-0.3652308336,-0.03628360914,-0.8375259925
29119,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,1,1.465449824,1.121722712,1.043687967,1.414585411,1.727677984,36.6287,-94.3483,-0.865352578,-0.242267481,-0.8200027,-0.1581920897,3.149486797,-0.01140806299,-0.2665022615,0.1434367765,-0.5006325208,-0.7969295928,0.1336183171,-1.046164336,-1.237412995,-0.02773604089,0.1715585629,0.02618930559,3.069746461,1.023908517,-0.01313185133,0.4962021626,0.7165799446,0.08946145962
29121,,-0.265109748,-0.2515655751,-0.3755663114,0.4635628466,0,0.6073330001,0.2151288487,0.2127497474,0.5305046338,0.8643874613,39.8308,-92.5646,-0.1587857533,-0.2655765525,-0.7137759462,-0.2857033565,-0.1936932532,-0.4949381898,0.1354590244,-0.1149711903,-0.4551724007,0.7416819012,-1.148187088,-0.5338700767,0.2768510942,-0.277154605,-0.5716926777,-0.1819458818,-0.1465891854,0.31109389,0.8561594133,0.3639613644,-0.07330076146,-0.1962846725
29123,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,-0.6914650144,1.043687967,-0.3535761429,0.001096938403,37.478,-90.345,0.07250753045,-0.2746239163,-0.7483831846,0.7355052978,0.1570255134,0.006380670775,0.0419796556,0.1705357393,-0.5600090042,0.2240533273,-0.3665762852,-1.011721339,-0.8323802699,-0.2652775305,-0.5413158966,-0.2120590579,-0.1228961051,0.1171993451,0.9247658135,2.00240244,0.1085187808,0.5180806578
29125,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,0.2151288487,0.2127497474,1.414585411,0.8643874613,38.1616,-91.9249,-0.01434944109,-0.2857114524,-0.475373339,-1.284541613,0.8072953812,-0.6760598427,0.6701610141,0.4724956106,-0.5859862157,0.5245633847,-0.3529593723,-0.5835405038,-0.3773109923,-0.3519801742,-0.5594439757,-0.1208338481,-0.1584357255,-0.3445610737,0.9564941971,0.911602636,0.2152152786,0.3437080181
29127,,-0.08737244915,-0.1953186608,-0.2454878926,0.5500868765,0,-0.2507838241,0.2151288487,0.2127497474,0.5305046338,0.001096938403,39.8059,-91.6224,0.8991126416,-0.2244652328,-0.2590464537,0.05768224797,-0.1730228718,-0.5811865959,1.238515577,1.177068644,-0.2805220413,-0.1418176676,-0.1369043535,-0.01396210213,0.12990164,-0.2070798655,-0.5464603515,-0.1921312208,-0.06366340443,0.3805821083,0.6824008307,-0.1014963603,0.2065053605,-0.4932806523
29129,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,-0.2507838241,0.2151288487,-0.6181884721,1.414585411,0.8643874613,40.4223,-93.5686,-0.1851356211,-0.3016531209,-0.4588671799,-1.205126701,-1.157068571,-0.6916923663,-2.081871604,-2.293534236,-0.58436264,0.7131334457,-1.159988413,-0.5617870321,0.2979191163,-0.2617144081,-0.5425407669,-0.2111733762,-0.07550994456,0.3682535535,0.9563280799,-0.333104538,0.05353742221,-0.3065331801
29131,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,0.6073330001,-0.6914650144,0.2127497474,0.5305046338,0.001096938403,38.2145,-92.4284,0.6190233064,-0.2364815194,-0.7460034623,1.426750586,-0.2302899941,-0.5736398604,1.879784047,1.040606009,-0.5787960947,0.008437361085,-0.2812436307,-0.5005147533,0.01297411727,-0.3353522699,-0.5371513379,-0.1553754324,-0.1228961051,0.3335094443,0.917456657,0.9272922222,0.4155433971,0.13671082
29133,,-0.265109748,-0.3078124895,-0.2454878926,-0.8283304272,0,1.465449824,2.028316575,1.874626186,1.414585411,1.727677984,36.8281,-89.2911,0.6190233064,-0.2705097056,-1.371921065,-1.082089514,-0.815837848,1.161031208,1.575041304,1.919386661,1.042228291,-0.2229553831,0.3460421591,-1.051965262,-1.79466218,-0.4541230147,-0.5182883368,-0.1850457676,-0.1347426452,-0.09462764312,-0.2461942714,2.015103534,1.813485267,1.016448912
29135,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,1,0.6073330001,0.2151288487,0.2127497474,0.5305046338,0.8643874613,38.6328,-92.5831,-0.181231937,-0.2644948917,0.06765904129,2.038580963,0.7246138556,0.2920785161,-0.1898491791,-0.1440057933,-0.3695867664,-0.6233850346,0.1200014042,-0.3239490744,-0.3673036818,-0.4054270093,-0.3316181175,-0.1925740616,-0.1525124554,0.7806997528,0.6412037671,-0.2300015428,-0.6704745275,-0.642903627
29137,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,1.121722712,1.043687967,0.5305046338,0.8643874613,39.4954,-92.0007,0.3887059437,-0.2861866032,-0.6081061488,-0.9836597642,0.2424179088,-0.05830563382,0.05880594199,-0.2098175601,-0.4027540989,0.7957737115,-0.8168422067,-0.7499545626,0.5164998457,-0.356731004,-0.5763471845,-0.1509470241,0.3095026098,-0.1786859718,0.8335674752,0.07706607339,-0.09453118705,-0.8712755357
29139,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,-0.6914650144,1.043687967,0.5305046338,0.8643874613,38.9415,-91.4702,0.1447256866,-0.2766948759,-0.4201840341,1.076653862,0.7988239134,-0.335917691,-0.0608476501,0.2615108287,-0.5277694292,0.4306539918,-0.6026027763,-0.7851226752,-0.4194470365,-0.3899868125,-0.5351915456,-0.231986895,-0.09327975476,0.1037500126,0.8699471402,0.6545922712,0.150979632,0.0782116119
29141,,-0.3539783974,-0.2796890323,-0.3755663114,-0.336038533,0,1.465449824,0.2151288487,1.874626186,-0.3535761429,0.8643874613,38.4237,-92.886,-0.3832475899,-0.2498842612,-0.9781529694,0.8451202464,0.02419289841,-0.3628703179,1.307690309,1.459672113,-0.5537466407,1.206721215,-1.396014904,-0.9431979032,-1.173155528,-0.367420371,-0.513878804,-0.1934597432,-0.1584357255,-0.07669519967,0.8829042811,1.345681188,1.097638865,1.119947511
29143,,-0.1762410986,-0.2515655751,-0.2454878926,0.2626679726,0,1.465449824,1.121722712,1.874626186,0.5305046338,1.727677984,36.5946,-89.6517,0.5965771228,-0.2579659297,-1.076987394,-0.8997707729,0.7432510847,0.1562372764,3.422193632,2.733323365,0.419007154,0.0009246096499,-0.25945657,-0.962050912,-1.226352283,-0.4327442806,-0.5452354813,-0.206744968,-0.1584357255,0.318939334,0.1559754499,1.737920844,1.004007245,0.363957744
29145,,-0.08737244915,-0.1671952036,0.01466894494,0.01801381917,1,0.6073330001,-0.6914650144,1.043687967,0.5305046338,0.001096938403,36.9055,-94.3393,0.8942330365,-0.1324101533,-0.2470212611,-0.02285118369,0.5938143928,-0.6000534348,0.7355965723,0.2944167122,-0.5488759136,-0.1155230376,-0.2521942164,-0.1665989622,0.1030399118,0.02214767192,-0.2926672449,0.02486078312,1.600775484,0.4836936582,0.4544880435,-0.07161143418,-0.1821747389,-0.390907038
29147,,-0.1762410986,-0.3078124895,-0.1154094738,-0.8283304272,0,0.6073330001,1.121722712,-1.449126692,0.5305046338,0.001096938403,40.3607,-94.8834,1.024030533,-0.2432270188,-0.7114215401,-0.6939631142,0.6263448292,-0.5957410145,-0.1094569219,-0.2340130626,-0.4289632498,-0.8006859685,2.305062035,0.4276333742,1.016865371,-0.04673936006,-0.5359264677,-0.2063021271,0.1318045078,-1.652508668,0.8044969666,-0.9913200363,1.476520307,-0.7835267235
29149,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,0.2151288487,1.874626186,0.5305046338,0.8643874613,36.6867,-91.4033,-1.023451785,-0.2813991767,-1.472451675,-1.268882335,-0.1503193381,-0.3687998959,1.376865042,1.389021246,-0.6047733062,0.9798361217,-1.106428555,-0.9801788052,-0.6116927383,-0.3626695412,-0.54940004,-0.1115341908,-0.1051262949,-0.09462764312,0.8800802889,1.427864735,1.739450962,0.08271155098
29151,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,1,0.6073330001,0.2151288487,0.2127497474,0.5305046338,0.001096938403,38.4604,-91.8618,0.09007410896,-0.270962279,0.5138063437,0.7388608574,2.17289599,-0.5450700759,-0.6292022125,0.1937634217,-0.5736934281,-0.28531122,0.1363416997,-0.2688402793,0.6523885883,-0.457686137,-0.6094186801,-0.2023165597,-0.1347426452,0.2584173373,1.051180996,-0.06115171003,-1.291056199,-1.505766947
29153,,-0.3539783974,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,1.121722712,1.043687967,0.5305046338,0.8643874613,36.6493,-92.4447,-0.4056937735,-0.284458409,-1.33549106,-0.667118637,-0.06086063824,-0.4464234614,0.3205481747,0.3031270931,-0.6080204576,1.876107368,-1.396014904,-1.007008087,-0.5358478587,-0.3983007646,-0.5462153775,-0.1908026983,-0.1584357255,-1.075308144,0.9448659937,1.979988746,1.178749979,0.6924532974
29155,,-0.08737244915,-0.3078124895,-0.1154094738,-0.8283304272,0,1.465449824,2.028316575,1.874626186,-0.3535761429,1.727677984,36.2114,-89.7854,0.3965133119,-0.2598891103,-1.415034545,-1.352771326,-0.7443386598,-0.05776658128,0.5018981502,0.5663741603,1.246798831,-0.4152818199,-0.4219517312,-1.09474709,-1.644552522,-0.4564984296,-0.4864417114,-0.2213587152,-0.1525124554,1.141590177,-0.3872277672,2.608319318,2.093835759,1.268445501
29157,,-0.1762410986,-0.3078124895,-0.1154094738,-0.8283304272,0,0.6073330001,0.2151288487,-0.6181884721,-0.3535761429,0.001096938403,37.7072,-89.8244,0.8015205387,-0.2542940301,0.1367722533,0.6068755111,2.30945605,-0.5466872335,0.3691574465,0.2392509664,-0.5799557916,-0.1673610225,-0.166861562,-0.4950763854,-0.09605289716,-0.2343971368,-0.51363383,-0.2178159886,-0.1584357255,0.4556742153,0.9310782668,-0.09028951302,-0.9878421716,-0.8634006423
29159,,-0.1762410986,-0.3078124895,-0.3755663114,-0.8283304272,0,0.6073330001,0.2151288487,0.2127497474,0.5305046338,0.001096938403,38.7283,-93.2851,0.8210389593,-0.1823564044,-0.5401574817,-0.4758517368,1.171229638,-0.5984362772,0.2046337573,-0.01722136014,-0.4301229467,-0.4828965828,-0.07608214231,-0.4689722193,-0.3177938299,-0.2724037752,-0.05847206165,-0.2182588294,0.07257180711,0.8143230843,0.4372118556,0.4028117684,0.2124934292,-0.415656703
29161,,-0.1762410986,-0.1953186608,0.01466894494,0.05878951141,0,-0.2507838241,-0.6914650144,-0.6181884721,0.5305046338,-0.8621935845,37.8772,-91.7923,1.26801079,-0.1749305055,-0.5222336157,-0.5429629298,-0.5840584892,-0.6690521597,1.208602178,1.100610856,-0.4686248852,-0.5895776532,0.9606188302,0.820283539,0.3174070368,0.6884515502,-0.4881565297,-0.146075775,-0.1584357255,-0.3075754091,0.6003389379,0.08603155124,0.5472809097,-0.2851584695
29163,,-0.265109748,-0.2796890323,-0.3755663114,-0.2902901954,0,0.6073330001,1.121722712,0.2127497474,0.5305046338,0.8643874613,39.3438,-91.1714,0.5409496241,-0.2564019345,-0.5647648231,0.1102526825,-0.5962574028,0.1891194812,1.37873463,1.686142016,-0.1559705897,-0.237980886,0.3941552515,-0.9116553692,-0.6353942632,-0.3935499348,-0.5099592194,-0.1983309923,-0.02812378403,-0.1338548632,0.6006711723,0.1659737287,-0.0379167188,-0.4887807132
29165,,-0.265109748,-0.2515655751,-0.2454878926,-0.6184847915,1,-1.108900648,-1.598058877,-1.449126692,-0.3535761429,-1.725484107,39.3803,-94.7738,-0.7898813518,-0.01431619433,1.805337342,-0.07206605859,-0.3326253251,-0.6340137447,1.674129435,1.631944091,-0.1724382863,-1.016301935,0.917952503,2.199816205,1.462980739,0.4663502574,-0.2426925406,-0.2054164455,0.3746585805,0.3828236638,0.2602970463,-1.048848519,-1.465798932,-0.7599020433
